id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
2166,S_GFXjjuSIwR8kFpFp,phone,Unlock phone shop and more,"We are unlocking and flashing phones the best text in the bay area.  We are the only company to remove block phone from the network we do it and usually about 1 to 2 business days most cases are done about 30 minutes . All carriers supported y Business address : 39164 paseo padre parkway, Fremont , ca 94538",50,35,50,50,33
2167,S_ojRwnyDIzve0tCxE,housing,•	Spacious 1 BDR! Big Bathrooms and Closets! Close to BART/Downtown!,"Our Jr. 1 Bedroom features a renovated kitchen with quartz countertops, plank floors and stainless steel appliance!   Availability is VERY limited so come and secure this one today! •	Nine to fifteen foot ceilings* (in select floorplans) •	Oversize dual pane windows •	Built in microwaves •	Central heat and AC •	Designer tile bath and shower surrounds •	Full size stackable washer/dryers •	Private patio/balconies*  (in select floorplans) •	Oversized bathrooms •	Stainless Steel Appliances •	Wood vinyl plank flooring in first floor units* •	Year round heated pool & spa •	24-hour Emergency Maintenance •	Business center •	Close to shopping, restaurants, cafes, and movie theaters in Pleasant Hill and Walnut Creek •	Easy access to Interstate 680 and Highway 24 •	Full-service gourmet chef's kitchen •	Majestic views of Mount Diablo •	Walking Distance from BART •	Package Acceptance •	Underground Garage Parking Available •	Tot lot •	Online Payments Available
•	Smoke Free Community Cats and Dogs Welcome! (Some Breed Restrictions) Less than a 10 minute walk to Pleasant Hill BART station and other Public Transportation, Close to 680 Freeway!",2070,1863,2070,2070,1808
2168,S_U8mX0RcApC3nLEeB,housing,"201 W Prospect Avenue, Newly Updated Unit Close to  Downtown Danville","Year Lease Cats Allowed (Extra deposit may be 
required), No Dogs Coin-operated 
Laundry Office Hours are 9-5pm Closed 
for Lunch 12-1pm",2650,1325,2650,2650,1309
2170,S_8L9AxJXjFT71bOre,housing,Come Experience the Good Life!,"Welcome to Cross Pointe Apartment Homes! . 1 Bed 1 Bath . http://www.elevatetocrosspointe.com/ Ever wonder what it's like to live like the wealthy? At Cross Pointe you can, but without the high price! The Harbour apartment home floor plan is a one-bedroom, one-bathroom apartment, with plenty of space-adding features including a walk-in closet. You'll also get to enjoy an oversized soaking tub, a private balcony, and tall ceilings complete with stunning crown molding! Some apartments even feature beautiful gas fireplaces. In the center of the community you will find a gorgeous pool with a large deck, an outdoor grill, a spa, and a private clubhouse that makes it easy to entertain guests. You'll also have access to our twenty-four hour on-site gym and business center, as well as and S-Club membership. This complementary membership gets you on-site dry-cleaning and package delivery services, and access to a refreshment bar, community events, and more. Cats and dogs are both welcome here with our pet appreciation program, which includes free dog treats and reimbursement for adoption fees! Equal Housing Opportunity",2151,1075,2151,2151,964
2171,S_fePxGC2VqvaDjQ0I,car,1986 300sdl 164k orig. miles,"1986 300sdl, had a rebuilt trans put in at 130k and a bunch of work done like belt tensioner, belt, belt shock, belt spring, new shocks, front wheel bearings, glow plug relay. The interior is very clean and the paint still shines. has a couple tears in the leather on driver seat next to door jam Synthetic fluids throughout, redline fluid in differential. Has  some scrapes on right rear door and a few dents and bumper blemishes as this was originally owned by a grandma in SF and I purchased from her in 2003 with 77k miles and I have the original maintenance file from the dealership (mercedes of san francisco) with work history.",3500,2450,3500,3500,2242
2172,S_UO1BvBQRVZeW8PJE,bike,MAKE OFFER! :) Gunnar Roadie Ultegra 105 Carbon Steel Road Bike,"Need to sell, make offer! ;) Selling my awesome Gunnar, bought it recently and upgraded a few parts.  Unfortunately after one 40 mile ride I've concluded the frame is too small for me. Gunnar custom steel frames are handmade by Waterford Precision Cycles in Wisconsin. Brakes:  Ultegra with BRAND NEW pads Shifters/levers:  BRAND NEW Shimano 105 ST-5700 Rear Cassette:  BRAND NEW Shimano 105 CS-5700 10-Speed, 11/28 Rear Derailer: BRAND NEW Shimano 105 RD-5701 Chain:  BRAND NEW Shimano Ultegra CN-6701 Handlebar:  Salsa MotoAce Short 'n Shallow Stem and Seatpost: Ritchey Pro Fork:  Interloc Mosaic Carbon Fiber Had a fresh tune-up with new bar tape, new cables, new brake pads etc. when I had the shifters, derailer, cassette, and chain installed.  All work performed by Pioneer Bikes off Piedmont Ave.  Only 40 miles on all brand new parts. Frame has a few nicks here and there, but over all this bike is in great shape and rides like a dream.  Pedals included if you want them, Crank Bros, have some cheap plastics on there now.  Test rides only with cash in hand.",1600,800,1600,1600,763
2173,S_ho8xxTS0yYcmPPrl,car,2010 Nissan Altima 2.5 S,Clean Title Clean Carfax Well Maintained Gray Exterior Gray Interior Welcome to Schedule an Appointment for Test Drive Call or Text:,7000,4900,7000,7000,4554
2174,S_dOsP3nZayYL8hCXc,furniture,Reclining Seats,Selling our theater seats which are barely used because we selected another color scheme for the room. Let me know if you are interested.,1800,900,1800,1800,727
2175,S_W3Zjuq1bVbMVR1Bu,housing,"Charming 2 Bed 1 Bath Home in Upper Diamond, Yard, Storage","Welcome home to this charming and sweet two bedroom one bath bungalow in the Upper Dimond District. This beautifully maintained home boasts of original hardwood floors splashed with espresso, upgraded bathroom and kitchen that overlooks a lush backyard garden, and a spacious living/dining area. This property is in a great, friendly neighborhood convenient to Farmer Joe's Marketplace, Peet's, La Farine Bakery, restaurants, Montclair Village, and several East Bay Regional Parks, with easy access to Highways 580 & 13, Casual Carpool pick up spot, and AC Transit Express buses to San Francisco. One Year Lease, Renters Insurance Required, Tenant Pays All Utilities",3000,1500,3000,3000,1294
2176,S_RzYNy33ZzFUVk5A1,bike,Front Wheel - 700c - Velocity Deep V - Red or Orange,"700c / 32h / Laced 3x Details from Velocity: -Hollow axle hubs save 50 grams per wheel and are a simpler, more durable design. -DT Competition 14/15 gauge spokes save 30 grams per wheel and will outlast a standard 14 gauge spoke. This ad will be up as long as the item is for sale. Please do not e-mail asking if it is available. E-mail me with times that are good for you to come and get it/see it, and/or questions you might have, and be sure to mention the specific item you are interested in. Price is firm - Cash only - Pick up only. Thanks!",50,35,50,50,32
2177,S_wYwkAYdMsyzy55j1,car,Clean 2002 2.5  sport Jaguar X-type $3500,"commuting car so miles will go up Smogged and registered until July 2017. Black plasti-dipped rims. Clean inside leather seats and decent paint. Drives good with no issues at all, a reliable commuter. Automatic and everything works. Security system. Pioneer stereo system, two 12"" Image dynamic subs and amp! Great sound! If you're interested or have any questions or for more photos text me at",3500,2450,3500,3500,2242
2178,S_N37ZKzXla2mDvQ3l,bike,2015 Intense spider 27.5 Large,"2015 intense spider 27.5, size Large, foundation built, saint pedal, black deore brake, SLX chainring 1x10 speed with raceface 30T, intense wheelset, ardent tires, 140mm rear and front suspension, 40mm stem, intense handlebar and bar, SLx shifter and derailleur, WTB seat, The bike maybe had 150miles on local trail. No scratch or dent. Also, you will get the original stem. Mint condition No lowballer and tire kicker Serious inquiry only Seatpost is not included. Text",2850,2565,2850,2850,2507
2179,S_nKMoJ9Gc76FIPh7V,bike,"2016 Giant Defy Advanced 1 road bicycle, size XL","Pretty much brand new, only ridden two or three times.  My wife and I tried to get into riding these things, unfortunately my butt can't handle the narrow seat, and my back can't handle the hunched over position.   Price is firm.",1500,750,1500,1500,561
2180,S_AnaalPZZpZeQKHDw,car,2005 Dodge Magnum Rt (trades),114k miles fresh tune up/oil change recently changed head gasket and erg valve. Leather interior heated seats and new stereo deck. (Willing to trade any manual muscle car),4000,2000,4000,4000,1401
2181,S_fa5NyzPvJFNsmPvc,car,2001 Chevy Silverado Z71,"2001 Chevy Silverado Z71 4x4. Leather heated seats, front bucket seats, spray on bed liner, ladder rack, new stereo, receiver hitch, trailer brake module. This truck runs great, no leaks and doesn't use oil. No major rips on the seats, carpet is in excellent condition. Call/Text Nick",7800,3900,7800,7800,3425
2182,S_4PVQea1SHeuZ3fts,housing,"201 W Prospect Avenue, Newly Updated Unit Close to  Downtown Danville","Year Lease Cats Allowed (Extra deposit may be 
required), No Dogs Coin-operated 
Laundry Office Hours are 9-5pm Closed 
for Lunch 12-1pm",2650,2385,2650,2650,2376
2183,S_groU3zBKpfEO8woF,electronics,Panasonic HD 720p Energy Star Plasma Television TV,"42"" Anti-Glare Screen (works great in brightly lit rooms) Less than 4"" thick, looks great mounted on the wall. Gorgeous colors, high contrast, solid blacks. Works flawlessly, in excellent condition, very clean, from a smoke-free home. Energy Star compliant! 2 HDMI inputs, plus a bunch of others, including an SD Card Slot for photos. Includes programmable remote, removable stand, and power cord. Pick up only, near El Cerrito Plaza. Cash only. Email me your name and number if you're interested and I'll text you right back. If you can read this, the TV is still available. I'll take down the listing the instant it's sold. Measurements and Additional specs are here: https://www.cnet.com/products/panasonic-th-42pc77u-viera-42-plasma-tv/specs/",60,54,60,60,54
2184,S_xcdCM84mYGIT10Mi,housing,Come Experience the Good Life!,"Welcome to Cross Pointe Apartment Homes! . 1 Bed 1 Bath . http://www.elevatetocrosspointe.com/ Ever wonder what it's like to live like the wealthy? At Cross Pointe you can, but without the high price! The Harbour apartment home floor plan is a one-bedroom, one-bathroom apartment, with plenty of space-adding features including a walk-in closet. You'll also get to enjoy an oversized soaking tub, a private balcony, and tall ceilings complete with stunning crown molding! Some apartments even feature beautiful gas fireplaces. In the center of the community you will find a gorgeous pool with a large deck, an outdoor grill, a spa, and a private clubhouse that makes it easy to entertain guests. You'll also have access to our twenty-four hour on-site gym and business center, as well as and S-Club membership. This complementary membership gets you on-site dry-cleaning and package delivery services, and access to a refreshment bar, community events, and more. Cats and dogs are both welcome here with our pet appreciation program, which includes free dog treats and reimbursement for adoption fees! Equal Housing Opportunity",2151,1505,2151,2151,1465
