scenario_id,post_id,category,title,description,listing_price,images,buyer_target,buyer_bottomline,seller_target,seller_bottomline,intersection,target_gap
S_4G1iNpGW9ln9sDh5,6144565743,furniture,"Mattress, box springs, and frame!","Perfect for a college student moving into their first apartment- this Twin XL mattress is compact enough to let you share with a roommate, but roomy enough to be comfortable for anyone! This is a Serta Perfect Sleeper mattress in excellent condition, and includes a set of box springs and a frame- its only been used for two years (but I'm moving)! As an added bonus, I'll throw in an extra set of sheets and a comforter as well for free.",275,,137,,275,,,138
S_5q0u9CKMNDjdtwEP,6133123867,housing,Sharp Apartment w/2 Covered Parking Spaces & Storage,"This unit is one of our ""Platinum"" upgraded apartment homes.  It includes 
stylish new appliances, flooring and lighting, refinished kitchens and baths, accent walls and your own private balcony. You're going to love it! Welcome to Alderwood Apartments!  We are a newly renovated apartment community located in the heart of San Leandro and is within walking distance of BART, Bayfair Mall, Century Theaters, and many attractive and convenient shops and restaurants. Please call today to schedule your personal tour! 12 months Call Us Today Online at: Advertised rates and special promotions subject to availability and may be available on only select units and/or floor plans. All rates and offers subject to change.",2430,housing/6133123867_0.jpg,2187,,2430,,,243
S_zwPxDJ96jitbTXeS,6149104707,bike,Gios Evoluton Compact Frameset 50cm,"Up for sale is a really nice Gios Evolution Conpact frameset.  The size is a 50cm frame which will fit someone from 5'3""-5'6"".  The frameset has not been in a crash and am selling it because I do not have the space for it unfortunately. Specs: Italian bottom bracket 36x24mm 27.2mm seatpost, and 1"" steer tube.  Dropouts are 130mm spacing If you have any questions, please let me know.",595,bike/6149104707_0.jpg,416,,595,,,179
S_wYkhi1coqyGYctqu,6131338149,furniture,IKEA Malm 2-Drawer Chest White,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm Depth: 48 cm Height: 55 cm Top panel/ Side panel/ Rail/ Drawer front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint",35,furniture/6131338149_0.jpg,24,,35,,,11
S_iFwgAsQGzP1eFKqH,6118579466,housing,Beautiful Concord Home on Cul de Sac,"674 Lord Ct | Concord, CA 94518 Via Property Management - Leasing Agent Joe Grady (BRE Lic #00901821) | |",3175,housing/6118579466_0.jpg,2222,,3175,,,953
S_xZNG0J5gYrukuYpu,6131414527,furniture,IKEA Sultan Holmsta Full Mattress,"Move-out sale, very comfortable IKEA Sultan Holmsta Full Mattress Latex cushion offers personalized comfort that conforms to your body for precision support. • Active pocket springs respond independently to cradle your body and help relieve pressure points, while keeping your spine properly aligned. • The pocket springs are individually wrapped to • Lyocell, a natural fiber, helps regulate body • Thickness: 12⅝""",250,,125,,250,,,125
S_2nRG4ruHlsBGmMBH,6120950663,furniture,Eames Mid Century Modern Style Arm Chairs,1 Black Eames Mid Century Modern Style Arm Chair-Sold Great for any living or business spaces. SERIOUS inquiries only please.,75,furniture/6120950663_0.jpg,67,,75,,,8
S_SuHB2ScACyBP8qnU,6104870561,bike,On One Pompino Frame-Easton Fork-Chris King-VO Grand Cru seatpost,"Thx for looking.  Text or email only.  You pickup from me in Oakland.  Not looking for trades unless you have a baller-a$$ wheelset, basically Mack Hubs to HplusSon or Hed Belgium (+) is all I'm really looking for.",260,bike/6104870561_0.jpg,130,,260,,,130
S_u02ZRgIe0plGebUG,6131709011,housing,New remodeling single family house,"One nice single family house for rent in a quite and safe neighborhood Two large master bedrooms and two other single bedrooms, with one share bath room (totally 3 bath) Convenient  location, easy to access to schools by walking distance Lots of supermarkets near by to shop, close to HWY 880， 680, 84 This house is is decent for a small family Please no pets, no smoking, no section 8 Anyone interested, please reply with your information( credit check is required ) pr the best to bring your credit report with you House will be available around:May16, 2017 First month rent, and one month  security deposit",2900,housing/6131630765_0.jpg,1450,,2900,,,1450
S_3QBHfmTPqIJ12wYE,6132948827,car,2016 BMW 340i Sedan with TONS of options - Perfect Condition,"You won't find a better looking car with all these options in this good of condition and this low of miles, I guarantee it. This car was brand new to 2016 and was an upgrade to the 335 with BMW's brand new B58 motor to add more horsepower and torque all with better gas milage. I bought the car new in 2016 so I am the original and only owner...I have kept it in pristine condition inside and out (I am very meticulous about keeping my cars clean if you can't already tell by the pictures). It only has 15,xxx miles on it and I have the clean title in hand. Rear view camera Automatic high beams Adaptive headlights 19'' M Sport rims Adaptive M Suspension Sport Seats M Sport body kit Shadowline exterior trim Heads-up display Heated seats Enhanced bluetooth system Carbon fiber mirror caps Harmon Kardon surround sound audio system Serious inquiries only, not accepting any form of trades...cash or bank transactions only.",45000,car/6132948827_0.jpg,31499,,45000,,,13501
S_dbsfczG9FQHNfGIB,6151490235,phone,A lot of Fake iPhone on this site 7 and plus,A lot of Fake or clone iPhone on this site. Mostly is iphone 7 and 7 plus. The way to check it. You have to reboot iphone and You will see an android logo when the phone reboots. And these people used the Google phone. And all google the answering machine record all lady voice. If you are not sure. Send me the link I will tell you,600,,420,,600,,,180
S_aLIPzqcOf2fG1UzC,6131709011,housing,New remodeling single family house,"One nice single family house for rent in a quite and safe neighborhood Two large master bedrooms and two other single bedrooms, with one share bath room (totally 3 bath) Convenient  location, easy to access to schools by walking distance Lots of supermarkets near by to shop, close to HWY 880， 680, 84 This house is is decent for a small family Please no pets, no smoking, no section 8 Anyone interested, please reply with your information( credit check is required ) pr the best to bring your credit report with you House will be available around:May16, 2017 First month rent, and one month  security deposit",2900,housing/6131630765_0.jpg,2029,,2900,,,871
S_n9QhhZrjhwsB0dLk,6137855552,phone,Factory unlocked iPhone 5 (16 GB) + accessories,"I have a iPhone 5 (16 GB) in very good condition for sale. It's factory unlocked and will work with any SIM card. It has a clean IMEI number and it's ready for a new user. It's NOT locked to an iCloud account and it's ready to go! iPhone works great and has no issues! It's a white and silver iPhone 5. If interested, please text me at Thanks",200,phone/6137855552_0.jpg,180,,200,,,20
S_CKxExzaAZgwj3To2,6133068364,housing,Charming Home with an Amazing Ambience (HEMLOCK),"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 940 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best! One-year lease minimum Utilities: Resident pays for all utilities including trash, sewer, and water Animals approved with pet fee and monthly animal rent Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows. Maximum three animals allowed Equal Housing Opportunity Pricing is subject to change without notice. Some pricing may include special offers based on lease terms and date of occupancy. Security deposit varies based upon credit criteria; however standard security deposit equals one month's rent. Applicants applying to a home associated with a HOA may be held to higher screening requirements and additional application processes. Bathrooms: 1 Full Tricon American Homes (Bay Area) Leasing Team Call Now:",1595,,1116,,1595,,,479
S_PLbdRRveZ0hOPMft,6150966384,bike,2014 Giant Anthem X 29R - Small,"Take a look :) Very clean bike, used little. Very close to stock. I think you can see the components in the pictures. Feel free to let me know if you have any additional questions. Frame is Small.",1250,bike/6150966384_0.jpg,875,,1250,,,375
S_PqZwVy6CbNJws4bo,6116405103,car,2008 Chevy Impala,"2008 Chevy Impala Well maintained , extra clean, all tune ups done, chrome wheels, Smog is done too, valid registeration Clean Title No odor, drives smooth like new car Call or text me if you are interested 510 five one four 9265",4900,car/6116405103_0.jpg,3430,,4900,,,1470
S_JvG9GNoBRNgr0ONi,6144498299,furniture,"Media console, wooden TV stand, long table","Media console with open shelving. TV stand. Low bookshelf. Wood shelves, metal frame. Heavy. A few scratches on top (see photo) Will need to move down a flight of stairs. 54"" length x 18"" width x 25.75"" height",100,furniture/6144498299_0.jpg,90,,100,,,10
S_BZOiuKikN0UGjYwt,6143625664,electronics,DJI Phantom 4,"Perfect condition, not a single scratch. The drone seen very little flying time, maybe as little as 5 - 10 times. All related accessories (props, charger, cables, etc) Original carry case",750,electronics/6143625664_0.jpg,675,,750,,,75
S_uAdrMUQYQFLfWqQW,6139573059,phone,Unlock phone shop and more,"We are unlocking and flashing phones the best text in the bay area.  We are the only company to remove block phone from the network we do it and usually about 1 to 2 business days most cases are done about 30 minutes . All carriers supported y Business address : 39164 paseo padre parkway, Fremont , ca 94538",50,,45,,50,,,5
S_jG2Sy7KnY39hpm94,6132627906,housing,Live The Lavish Life Here At Waterstone! $500 off Move In,"Waterstone Fremont 39600 FREMONT BLVD, Fremont, CA, 94538 Call Now - Want more info on this unit? See the link (below): http://pinnaclefamily.aptdetails.com/x6q7w4 Welcome home to Waterstone Fremont This is a 1 Bedroom, 1 Bath, approximately 565 Sq. Ft. Waterstone Fremont offers spacious one and two bedroom floor plans, featuring walk-in closets, central heat and air conditioning, private patios or balconies, and views of the East Bay hills. Unwind at one of our two sparkling pools, or perhaps play a game of tennis at our beautifully lit tennis courts. Our fitness center and common-area Wi-Fi are other perks of the blissful lifestyle that awaits you. Our convenient Fremont location--right around the corner from local shopping and dining-- provides an easy commute to local business centers, and is only minutes from the BART station. In addition to the many amenities we offer, our management team prides itself as friendly, highly responsive, and dedicated to fostering the lifestyle you deserve. Waterstone Fremont is the perfect place to call home, so stop looking and start living; book an appointment with us today! Office Hours: Equal Housing Opportunity",2130,housing/6132627906_0.jpg,1491,,2130,,,639
S_JMSLhqHseKOYSTPb,6131338149,furniture,IKEA Malm 2-Drawer Chest White,"Move out sale, excellent condition IKEA MALM 2-drawer chest, can be used as nightstand Width: 15 7/8 "" Depth: 19 "" Width: 40 cm Depth: 48 cm Height: 55 cm Top panel/ Side panel/ Rail/ Drawer front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint",35,furniture/6131338149_0.jpg,31,,35,,,4
S_GEx0hJuQx0VtPrM5,6139573059,phone,Unlock phone shop and more,"We are unlocking and flashing phones the best text in the bay area.  We are the only company to remove block phone from the network we do it and usually about 1 to 2 business days most cases are done about 30 minutes . All carriers supported y Business address : 39164 paseo padre parkway, Fremont , ca 94538",50,,25,,50,,,25
S_rpNRgQR05uDuTMvf,6133390362,housing,❤LET US WALK YOU INTO YOUR NEW HOME @ Villas At Monterosso❤,"Refresh in Your New Home Call Now: http://rent.braddockandloganhomes.com/x202qr This is a 2 Bedroom, 2 Bath, approximately 1100 Sq. Ft. Danville's ONLY luxury rental community located in the Blackhawk area, the Villas at Monterosso offers residents spacious two bedroom, two bathroom apartment homes. Unit interiors include washers and dryers, kitchen pantries, central heat and air conditioning, private balconies or patios, and designer finishes throughout. Common area amenities include a sophisticated welcome center, home to a state of the art 24 hour fitness center and soothing swimming pool and sun deck. The Villas at Monterosso is located within walking distance to award winning elementary and middle schools, brand new parks and community ball fields and numerous other amenities that make this location spectacular. A wide range of rental rate options are available at the Villas at Monterosso. - Kitchen pantry - Built in linen closets - Air Conditioner (Central) - Courtyard - AT&T U-verse ready - Washer - Cable Ready - Dryer (Electric) - Range (Electric) - Dishwasher - Reserved Covered Parking - High Speed Internet Ready - Resort Style Pool - 24 hour fitness center - Professionally managed *Income Restrictions Apply *Breed restrictions enforced Thursday: 10am - 6pm Equal Housing Opportunity",2634,housing/6133390362_0.jpg,1843,,2634,,,791
